NUM_RESERVATION,NUM_VOL_ALLER,NUM_VOL_RETOURNER,ID_HOTEL,CODE,ID_CLIENT,DATE_RESERVATION,DEBUT_SEJOUR,DUREE_SEJOUR
2905,92032,374149,650,IND,3476,2025-04-07,2025-04-28,479
2906,383913,421721,624,IND,898,2025-05-12,2026-06-04,75
2907,220172,461156,117,GRP,4647,2023-12-29,2026-03-15,250
2908,69159,271641,324,GRP,2151,2023-02-26,2025-10-29,148
2909,341543,430555,758,IND,4733,2025-11-11,2026-05-02,191
2910,394099,346726,572,IND,737,2023-04-08,2025-12-12,204
2911,394204,311891,659,IND,3599,2023-10-02,2026-03-17,237
2912,103782,320213,262,IND,2103,2023-01-04,2024-08-31,702
2913,67698,55800,510,GRP,662,2024-01-01,2024-07-27,604
2914,262906,399697,333,IND,2694,2025-02-09,2026-04-13,88
2915,194238,121480,629,IND,3253,2023-03-27,2024-03-18,335
2916,469720,407065,418,IND,3874,2026-02-28,2026-04-23,206
2917,2520,416741,203,IND,459,2023-06-08,2024-07-13,611
2918,132241,227005,25,IND,3504,2026-06-13,2026-09-30,29
2919,308297,259514,508,GRP,1711,2025-07-25,2026-09-25,38
2920,168349,378729,918,GRP,2826,2025-10-10,2025-10-20,17
2921,72206,452542,19,GRP,961,2023-05-06,2023-05-26,1108
2922,312013,226781,497,IND,3435,2025-05-07,2025-12-13,278
2923,108860,410314,804,GRP,1108,2024-04-28,2026-11-10,10
2924,301371,371860,455,GRP,4155,2024-12-16,2026-06-13,60
2925,209838,387788,799,IND,376,2024-10-12,2025-07-08,190
2926,120250,393360,263,GRP,2468,2023-10-14,2025-01-07,622
2927,198226,127083,612,GRP,1460,2023-02-19,2023-03-13,239
2928,277598,404553,178,GRP,3584,2025-08-16,2026-01-09,215
2929,335222,246808,732,GRP,3154,2025-01-12,2026-06-18,111
2930,53205,416585,660,IND,222,2024-05-08,2025-02-02,379
2931,168745,123027,529,IND,1119,2023-03-22,2023-04-19,835
2932,181578,214896,658,IND,4158,2023-12-11,2025-03-27,118
2933,438612,438629,435,GRP,485,2023-01-18,2026-06-23,107
2934,341230,295086,817,GRP,4930,2024-03-11,2026-04-15,176
2935,443591,414881,460,GRP,2654,2025-08-17,2026-06-25,108
2936,431637,267545,456,IND,93,2024-11-23,2026-01-18,248
2937,465572,23238,133,IND,4296,2026-01-11,2026-05-15,25
2938,439563,56766,718,GRP,3607,2024-04-01,2025-12-01,252
2939,177262,338875,111,GRP,3588,2024-08-19,2024-09-08,462
2940,69467,59336,792,IND,2941,2024-11-11,2025-04-03,91
2941,198490,398526,695,GRP,4969,2025-02-23,2026-10-12,78
2942,77755,348711,102,GRP,2764,2023-02-10,2023-03-23,1323
2943,247833,142131,262,IND,3186,2024-08-29,2026-06-08,184
2944,65598,217290,433,IND,1606,2024-05-02,2024-05-18,846
2945,452666,401468,155,IND,1214,2025-02-09,2025-10-20,168
2946,465370,387694,863,IND,402,2024-05-23,2026-05-04,198
2947,407528,305583,115,GRP,2644,2024-12-01,2025-12-07,217
2948,27657,286507,865,GRP,3684,2023-11-13,2025-01-22,416
2949,290425,287357,219,GRP,3941,2025-10-16,2026-03-12,89
2950,135597,122685,816,GRP,4995,2024-04-23,2025-03-16,138
2951,249485,306285,843,IND,1540,2024-10-12,2026-02-25,108
2952,226175,402229,495,GRP,1710,2025-08-02,2025-08-04,205
2953,191129,76629,203,IND,52,2023-01-03,2023-06-19,232
2954,240111,291265,820,GRP,3320,2025-04-28,2026-03-09,67
2955,362546,77767,698,GRP,192,2024-05-07,2026-05-01,86
2956,209496,83016,487,IND,4421,2023-03-25,2023-10-23,913
2957,280537,400014,419,GRP,3501,2025-08-26,2026-04-19,203
2958,385332,216168,453,IND,367,2024-05-04,2025-12-18,6
2959,239855,367115,10,IND,1381,2026-04-26,2026-08-13,12
2960,282193,400827,349,GRP,33,2024-12-01,2026-12-22,2
2961,316443,304775,106,IND,589,2024-01-05,2026-10-21,49
2962,257402,453840,142,GRP,3755,2025-07-17,2026-10-01,82
2963,400930,307604,263,GRP,271,2025-09-03,2026-01-12,61
2964,78778,158280,655,IND,3655,2026-01-22,2026-05-28,63
2965,322307,257506,41,GRP,2390,2023-05-01,2025-11-29,155
2966,122777,184773,735,IND,4240,2024-05-05,2026-06-09,153
2967,203165,250799,202,GRP,807,2023-03-17,2024-10-22,595
2968,137122,208953,693,GRP,4141,2025-04-23,2026-06-16,91
2969,200163,258414,71,GRP,3006,2025-06-17,2026-02-07,85
2970,458988,369589,388,IND,3013,2025-10-04,2026-01-01,120
2971,317908,307616,751,IND,2040,2025-01-02,2026-05-16,206
2972,91520,336812,885,GRP,4061,2025-04-19,2026-01-14,40
2973,321585,371768,473,IND,1749,2024-05-20,2025-11-03,7
2974,347586,269021,252,IND,4319,2025-03-18,2026-06-07,159
2975,452903,353130,329,GRP,3758,2024-04-12,2026-08-11,31
2976,465747,173687,279,IND,2595,2025-10-10,2025-12-15,222
2977,160714,346779,888,IND,777,2024-08-17,2025-08-12,193
2978,48470,440842,604,GRP,1685,2025-10-17,2025-11-21,299
2979,5610,324808,438,IND,4077,2025-08-26,2025-12-02,338
2980,15035,378616,395,GRP,66,2024-05-23,2024-09-04,713
2981,170834,394880,623,GRP,336,2023-03-27,2025-05-16,457
2982,278418,457863,117,GRP,1684,2025-04-28,2026-04-24,170
2983,83527,437427,676,GRP,2216,2023-08-27,2024-10-16,428
2984,380543,258664,149,IND,632,2024-08-15,2026-05-17,44
2985,377153,388871,862,GRP,4714,2023-01-31,2026-06-03,29
2986,389679,56913,722,IND,4463,2023-05-11,2026-03-24,230
2987,147923,429300,186,IND,2759,2023-02-14,2023-02-27,1036
2988,437708,428607,216,IND,4801,2023-06-26,2026-02-10,29
2989,294739,322078,353,IND,4887,2023-02-02,2026-01-24,326
2990,392454,335037,372,GRP,2023,2025-04-20,2026-07-18,158
2991,300062,349072,262,GRP,2103,2025-01-06,2026-06-23,109
2992,468161,238910,490,GRP,4146,2024-04-27,2026-03-06,88
2993,357331,332050,500,GRP,167,2023-03-10,2026-10-22,53
2994,270829,374348,790,GRP,4484,2023-03-16,2025-12-12,260
2995,277086,437704,612,IND,2629,2023-06-24,2026-01-16,33
2996,460986,365908,354,GRP,3439,2024-04-11,2026-08-14,81
2997,161651,43139,495,GRP,3185,2024-02-17,2026-10-04,60
2998,2165,388579,45,GRP,1578,2024-07-19,2025-08-24,387
2999,458834,430825,165,IND,1373,2023-11-27,2025-11-12,270
3000,270078,14228,821,IND,2805,2023-08-22,2026-03-01,204
3001,44849,174846,640,IND,1480,2024-10-03,2025-10-24,42
3002,91292,109032,342,IND,959,2023-06-20,2023-11-27,501
3003,205346,41616,698,IND,409,2023-08-18,2025-11-10,338
3004,275023,296591,635,GRP,4270,2023-03-28,2026-01-09,181
3005,298085,52920,494,GRP,1327,2023-11-26,2026-01-13,320
3006,157496,168874,427,GRP,2627,2024-01-11,2024-03-26,539
3007,110870,422080,214,IND,3801,2025-01-24,2025-03-06,562
3008,94933,249318,660,GRP,626,2023-04-14,2024-05-29,921
3009,57190,245693,674,IND,1491,2026-02-19,2026-02-28,208
3010,93587,249849,116,IND,416,2023-01-04,2026-06-13,61
3011,159044,256895,90,GRP,2601,2023-08-06,2024-04-30,747
3012,387815,387803,228,GRP,1062,2023-09-04,2025-11-10,54
3013,107628,343281,803,IND,4782,2024-03-06,2024-08-20,853
3014,252390,319380,424,IND,1705,2026-07-24,2026-10-23,17
3015,192582,172715,612,IND,4951,2023-08-02,2024-09-10,136
3016,167677,424612,434,IND,2488,2023-12-22,2025-04-11,611
3017,243939,325598,426,IND,1960,2023-07-04,2026-08-04,147
3018,432451,398320,616,GRP,591,2025-10-04,2026-04-10,190
3019,80128,259822,731,IND,1,2025-07-21,2025-10-09,414
3020,201917,115941,867,GRP,3425,2023-01-13,2023-01-18,130
3021,20263,278979,635,IND,878,2026-06-20,2026-11-10,19
3022,415942,317697,46,IND,1280,2025-07-25,2026-02-16,193
3023,201660,209767,144,IND,3755,2024-04-12,2026-02-01,253
3024,62531,182896,289,IND,4932,2024-01-02,2025-06-23,258
3025,434600,453013,204,IND,560,2025-11-28,2026-03-25,45
3026,47510,469015,48,GRP,2816,2023-08-21,2025-09-19,353
3027,260334,320887,290,GRP,4932,2024-06-22,2026-05-10,76
3028,75198,424888,723,GRP,4739,2024-10-17,2025-03-07,466
3029,329522,285570,266,GRP,1216,2024-04-15,2026-07-16,80
3030,102994,293752,546,IND,1251,2023-08-02,2024-04-12,650
3031,144758,362179,39,GRP,1578,2023-03-26,2023-03-28,959
3032,35373,68985,597,GRP,4626,2024-05-27,2024-07-21,873
3033,388742,469337,696,IND,2711,2024-09-01,2026-07-22,14
3034,165620,440179,350,IND,809,2023-09-07,2025-01-18,576
3035,79347,73783,222,IND,3941,2023-01-05,2023-01-11,1370
3036,386443,316928,692,IND,4863,2023-12-15,2026-01-11,108
3037,146729,419544,853,GRP,3603,2023-03-06,2023-11-02,950
3038,194859,186768,6,IND,541,2023-02-25,2023-02-27,708
3039,258166,110150,480,IND,4035,2023-02-25,2025-11-12,296
3040,280303,276431,743,GRP,1582,2026-10-08,2026-12-01,10
3041,320402,329898,615,IND,1313,2025-06-06,2025-11-02,291
3042,20217,305329,625,GRP,2400,2024-10-15,2025-01-01,345
3043,186032,436058,803,GRP,3865,2023-02-03,2023-07-19,944
3044,264350,348442,254,IND,2819,2023-01-16,2026-03-11,265
3045,38360,459065,699,GRP,1321,2026-01-19,2026-07-26,98
3046,111021,404529,788,GRP,2380,2023-01-03,2023-01-04,1289
3047,104369,437131,39,GRP,2161,2023-04-12,2024-03-11,643
3048,122164,14301,911,GRP,3954,2023-07-14,2024-03-26,669
3049,331479,469525,913,GRP,2238,2024-12-06,2025-11-10,34
3050,334881,402253,236,IND,3230,2026-06-09,2026-06-19,121
3051,5653,299750,776,IND,4518,2023-05-16,2024-03-10,919
3052,292522,475259,204,IND,2680,2026-07-21,2026-09-26,28
3053,59568,172700,509,GRP,99,2025-02-06,2025-05-12,445
3054,114615,411373,52,IND,2449,2023-06-03,2025-09-07,431
3055,146485,442863,428,GRP,1947,2023-09-27,2025-02-10,334
3056,108036,320062,609,IND,4045,2024-07-01,2025-06-17,504
3057,183993,132811,715,GRP,4824,2025-03-24,2025-09-24,462
3058,365043,360295,58,IND,2632,2025-11-30,2026-08-05,75
3059,39877,327118,161,IND,2290,2024-01-25,2024-06-12,883
3060,62282,205432,27,IND,3391,2026-05-10,2026-06-08,115
3061,230659,44122,795,GRP,716,2023-06-01,2024-01-30,296
3062,134779,280118,128,IND,4059,2025-08-29,2026-02-23,29
3063,133679,104462,790,IND,1075,2023-01-24,2024-08-21,512
3064,343103,287939,780,IND,2650,2024-11-27,2026-01-09,221
3065,402182,173212,602,IND,4419,2025-12-26,2026-02-19,198
3066,111215,367500,647,IND,1296,2023-10-18,2025-01-20,454
3067,33883,9108,13,GRP,484,2023-05-20,2023-08-15,1190
3068,91014,233649,888,IND,2573,2023-01-14,2023-05-05,797
3069,295412,357469,555,GRP,2854,2024-04-15,2026-04-20,142
3070,200924,389506,47,IND,1058,2024-08-17,2025-04-27,315
3071,216572,284146,216,IND,2864,2023-11-09,2026-10-20,7
3072,405596,16355,812,IND,4483,2023-09-12,2026-01-13,191
3073,317538,365286,16,IND,1585,2023-03-23,2026-07-09,55
3074,316286,472371,34,IND,948,2026-04-10,2026-07-03,2
3075,405169,473854,660,GRP,1278,2026-04-09,2026-07-25,92
3076,346596,346599,864,GRP,4323,2024-02-18,2026-06-02,138
3077,63517,360716,606,IND,120,2024-07-11,2026-04-20,186
3078,407421,441879,125,IND,1149,2023-08-18,2025-12-06,303
3079,133583,456434,132,IND,4761,2024-03-09,2025-03-24,403
3080,368588,306347,239,GRP,1714,2023-01-23,2026-04-06,58
3081,451195,146525,819,GRP,1919,2024-06-11,2026-03-15,241
3082,277259,431015,12,GRP,2734,2024-07-05,2025-12-02,331
3083,121928,83172,175,IND,2597,2024-02-13,2024-04-10,888
3084,207252,140708,751,IND,2544,2023-05-09,2023-10-20,1148
3085,331611,468208,425,IND,2262,2024-07-26,2025-11-10,87
3086,17016,193874,251,IND,2904,2024-10-25,2025-06-04,417
3087,338948,241842,167,IND,3371,2023-12-21,2026-08-18,26
3088,117336,349688,726,GRP,1595,2024-01-24,2025-02-03,414
3089,188754,203713,392,GRP,294,2023-06-23,2023-10-21,259
3090,218197,149738,655,GRP,1126,2023-01-18,2023-08-02,165
3091,32972,162924,104,IND,4624,2023-02-06,2023-06-23,128
3092,319600,72679,562,IND,1632,2024-10-13,2026-03-30,117
3093,443895,41559,437,IND,1785,2024-07-12,2026-10-19,16
3094,443373,474686,416,GRP,2513,2024-04-25,2025-12-20,63
3095,38572,290776,123,IND,3688,2023-11-16,2026-04-20,167
3096,416900,440714,531,GRP,3160,2023-05-04,2026-07-03,153
3097,406705,266738,164,IND,2116,2026-05-29,2026-10-03,68
3098,189860,472783,192,GRP,1380,2024-01-16,2025-03-23,233
3099,473061,418097,100,GRP,4693,2024-08-31,2025-12-03,8
3100,211633,152070,743,IND,4363,2023-04-28,2023-06-25,734
3101,105446,260594,471,IND,2614,2025-01-05,2025-05-11,468
3102,258699,419377,163,GRP,226,2023-04-13,2026-03-01,130
3103,190240,408322,822,GRP,1798,2024-11-07,2025-09-21,421
3104,141393,243653,350,GRP,3351,2025-06-14,2026-07-07,110
3105,42076,283700,530,GRP,3776,2023-06-04,2025-08-20,139
3106,291630,430560,271,GRP,3565,2025-08-24,2026-07-24,158
3107,182394,222284,304,GRP,2020,2026-02-07,2026-03-27,230
3108,93445,361957,174,GRP,2597,2024-07-18,2024-08-08,609
3109,175494,330114,605,GRP,1685,2024-05-01,2025-05-18,362
3110,384465,64400,899,GRP,4552,2024-04-29,2025-12-27,325
3111,306739,408326,455,IND,4605,2023-09-10,2026-01-24,70
3112,428094,68957,72,IND,1560,2024-06-03,2026-04-27,104
3113,190590,439052,624,GRP,336,2024-03-25,2025-06-16,488
3114,119390,386499,767,IND,1310,2025-06-01,2025-07-18,145
3115,189786,284871,550,IND,2839,2024-05-20,2024-05-22,614
3116,24752,284943,457,GRP,3940,2023-08-26,2026-04-27,28
3117,26441,96736,192,GRP,2890,2023-07-17,2024-04-22,373
3118,186367,9786,37,GRP,1759,2023-02-03,2023-03-05,991
3119,106009,358270,588,IND,3638,2023-10-26,2023-11-14,858
3120,306360,21571,585,GRP,4955,2024-12-05,2026-06-19,23
3121,455735,177020,472,GRP,3110,2024-11-18,2026-01-25,235
3122,443750,263084,675,IND,2514,2024-10-12,2026-03-21,158
3123,1351,442068,818,GRP,1497,2026-05-18,2026-07-30,7
3124,435103,132269,626,GRP,1922,2023-08-06,2026-08-11,64
3125,149477,267247,860,IND,3919,2025-03-23,2026-06-21,88
3126,360685,27794,738,IND,3443,2024-08-18,2026-04-26,55
3127,24736,266993,323,GRP,1755,2025-10-20,2025-12-30,302
3128,38936,53070,684,IND,3724,2024-10-17,2024-12-08,225
3129,276091,123607,419,IND,1324,2024-08-18,2026-08-19,6
3130,358385,153228,770,GRP,1080,2025-04-18,2026-05-28,153
3131,9051,51879,617,GRP,1657,2026-02-01,2026-09-12,85
3132,84051,464365,853,IND,45,2024-10-25,2024-11-02,607
3133,178011,282083,437,IND,1287,2024-06-09,2026-04-04,91
3134,90564,100192,565,IND,4833,2024-06-25,2026-03-20,134
3135,458421,386924,473,GRP,1643,2023-03-24,2026-11-09,33
3136,314234,435531,266,GRP,2361,2026-04-24,2026-12-05,16
3137,229571,170359,511,GRP,239,2023-04-23,2023-08-23,1059
3138,192337,135889,533,GRP,4448,2024-04-25,2024-05-29,79
3139,196598,32597,415,GRP,2403,2023-04-01,2024-05-11,936
3140,313018,120231,438,GRP,485,2024-11-24,2026-06-25,112
3141,376015,305375,746,IND,2940,2024-07-06,2026-08-14,126
3142,319895,14677,892,IND,1951,2026-01-31,2026-05-06,183
3143,54453,340006,597,IND,3078,2023-10-19,2023-12-16,1041
3144,120564,358267,124,GRP,3076,2023-01-10,2024-03-03,660
3145,103654,31334,181,IND,3049,2023-03-12,2024-12-17,627
3146,471495,463000,226,GRP,4126,2026-04-14,2026-08-25,32
3147,235,238944,833,IND,2340,2023-10-14,2023-12-02,1067
3148,164789,235845,139,IND,2286,2023-05-31,2023-06-06,460
3149,352962,400595,841,GRP,4390,2023-02-02,2026-03-11,129
3150,137662,337405,582,GRP,4867,2024-01-19,2024-11-06,676
3151,25325,266409,133,GRP,799,2023-05-26,2023-06-21,880
3152,194764,334871,290,IND,4900,2023-06-15,2026-10-04,21
3153,377623,337701,358,IND,2473,2023-11-12,2026-04-18,92
3154,241859,297853,838,GRP,3912,2023-07-02,2026-11-30,27
3155,233645,459999,345,IND,4476,2024-01-23,2026-03-26,136
3156,208777,233135,112,GRP,3198,2023-01-07,2023-02-04,591
3157,123838,196624,719,IND,501,2023-05-20,2023-07-15,37
3158,61107,217213,647,GRP,268,2024-08-26,2026-10-25,63
3159,183412,269881,354,IND,3161,2024-08-04,2026-09-05,101
3160,196929,5472,131,GRP,332,2024-02-24,2025-02-05,475
3161,325540,369244,791,GRP,2248,2025-08-13,2026-01-09,103
3162,235183,233582,548,GRP,1961,2023-10-10,2025-04-18,221
3163,16308,262659,236,IND,549,2023-02-13,2023-08-09,858
3164,370772,219548,867,IND,3794,2025-12-26,2026-08-21,73
3165,185321,229857,673,IND,2096,2023-08-19,2024-09-16,313
3166,325112,301523,7,GRP,1340,2023-02-21,2026-02-06,124
3167,419533,445279,677,IND,2514,2024-01-24,2026-08-11,121
3168,275372,438228,17,GRP,1538,2025-05-08,2025-12-05,229
3169,398955,220683,178,GRP,697,2023-12-07,2026-06-19,79
3170,55377,17322,23,GRP,4081,2023-12-09,2025-06-14,328
3171,293439,451260,803,GRP,521,2026-05-24,2026-06-02,198
3172,161476,230186,548,GRP,2522,2023-07-14,2025-11-06,301
3173,246027,376064,696,GRP,2778,2025-10-13,2026-09-04,51
3174,298327,448951,47,IND,2395,2024-05-25,2026-01-10,146
3175,97215,350577,335,GRP,3899,2023-01-21,2023-11-30,978
3176,311439,89786,44,IND,496,2025-12-07,2026-07-13,130
3177,258095,249917,380,GRP,3563,2024-03-22,2026-08-04,97
3178,411925,70613,104,IND,1565,2023-08-17,2026-01-07,67
3179,53996,305107,239,IND,1678,2025-06-11,2026-07-26,53
3180,38270,257992,555,IND,1887,2024-09-06,2024-12-31,429
3181,76193,269839,791,IND,1057,2023-07-07,2024-09-08,582
3182,131165,350558,79,GRP,1812,2024-12-29,2025-05-15,448
3183,266210,306104,83,IND,2555,2025-10-21,2026-08-11,115
3184,58033,383815,108,GRP,1328,2023-01-16,2023-05-14,1074
3185,100018,330843,492,IND,773,2026-04-25,2026-05-30,124
3186,93323,395010,501,IND,2358,2023-10-14,2024-12-25,379
3187,226918,343666,626,IND,3218,2023-03-30,2026-01-04,289
3188,396339,417532,104,GRP,1702,2023-08-07,2026-06-21,30
3189,63861,184556,479,GRP,4726,2023-11-22,2025-10-27,219
3190,262509,365449,620,GRP,301,2024-08-13,2026-05-27,186
3191,189054,279618,618,IND,4536,2024-11-28,2025-04-12,387
3192,300767,446917,816,IND,1330,2023-06-09,2025-11-11,379
3193,162510,143742,292,IND,2882,2023-06-13,2023-09-07,1016
3194,131220,128261,601,GRP,4419,2023-01-30,2023-03-30,240
3195,373614,445198,920,IND,3402,2025-03-08,2025-10-31,398
3196,461593,312745,178,GRP,3426,2023-03-25,2026-01-05,6
3197,84950,376070,882,IND,442,2023-08-28,2024-10-27,434
3198,450236,124146,277,GRP,153,2025-10-30,2026-06-03,103
3199,356132,101817,149,GRP,3152,2026-09-12,2026-12-05,13
3200,71057,180250,498,IND,2705,2023-04-18,2023-06-07,501
3201,180912,11387,86,GRP,644,2023-09-30,2026-01-07,71
3202,406217,306537,37,GRP,1656,2024-10-17,2026-02-09,5
3203,74070,427364,879,IND,4835,2024-01-16,2025-06-23,507
3204,320676,347157,840,IND,4020,2024-08-09,2025-11-11,48
3205,343330,296243,616,GRP,2625,2024-03-08,2025-12-15,54
3206,397302,286538,140,GRP,2569,2023-04-17,2025-11-23,350
3207,198366,243709,299,IND,2015,2024-04-29,2025-10-09,218
3208,26509,317596,735,IND,1777,2023-04-14,2023-08-13,1119
3209,468459,430828,697,GRP,508,2025-03-09,2026-07-31,93
3210,129226,291025,292,GRP,2978,2023-07-01,2025-01-29,556
3211,189462,357424,600,GRP,4084,2024-01-06,2024-02-13,835
3212,2206,421949,167,IND,602,2023-04-16,2023-06-11,1209
3213,398772,372686,806,IND,2396,2024-09-01,2025-12-04,308
3214,56535,246695,158,GRP,3673,2025-12-19,2026-01-24,177
3215,162016,71282,668,IND,4775,2025-02-16,2025-03-19,621
3216,413623,231636,909,IND,4034,2025-07-17,2026-08-22,100
3217,15118,364291,203,GRP,3279,2023-06-03,2023-10-27,992
3218,385486,18915,743,IND,246,2025-12-05,2026-06-29,148
3219,209657,437935,106,IND,1160,2023-06-11,2024-10-07,772
3220,231705,474953,9,GRP,4967,2023-04-08,2024-10-06,813
3221,121999,345300,354,GRP,3436,2023-05-25,2023-06-04,1232
3222,80385,274449,578,GRP,1414,2024-01-12,2025-03-03,576
3223,332473,241799,206,IND,648,2025-03-24,2026-08-03,148
3224,324611,199269,858,IND,4563,2023-03-22,2025-10-28,289
3225,442032,453581,263,IND,1293,2025-01-05,2026-01-04,339
3226,53807,54406,211,IND,1362,2024-06-06,2024-12-21,354
3227,32120,412420,229,IND,1383,2024-02-10,2024-08-19,731
3228,198183,435876,793,GRP,2370,2023-08-29,2024-04-13,703
3229,317808,254922,98,GRP,2800,2023-03-19,2026-07-13,47
3230,217046,179890,66,GRP,1234,2023-04-29,2023-10-21,1165
3231,171188,445084,482,GRP,451,2024-03-06,2025-09-25,291
3232,404007,403097,626,IND,3253,2026-01-25,2026-06-09,78
3233,164250,361943,226,IND,4991,2023-03-24,2025-08-17,363
3234,320977,412084,45,GRP,1419,2024-08-05,2025-11-29,118
3235,42120,220084,498,GRP,414,2023-12-20,2024-03-10,771
3236,396233,253717,633,GRP,4805,2024-05-21,2026-02-09,315
3237,450467,151788,197,IND,279,2026-02-14,2026-02-16,300
3238,374667,262959,42,IND,4383,2026-09-06,2026-11-19,6
3239,31480,359261,766,GRP,762,2023-03-16,2023-12-06,1106
3240,445085,103032,658,GRP,2174,2023-12-07,2025-12-28,335
3241,247235,426344,839,IND,1403,2025-03-20,2026-07-31,61
3242,20661,354911,717,IND,4017,2025-11-10,2026-12-09,7
3243,82835,336561,785,IND,1891,2025-01-23,2026-11-14,16
3244,450742,427425,70,GRP,1234,2023-08-17,2026-06-30,48
3245,351451,157446,137,IND,3103,2023-10-27,2026-02-01,37
3246,282748,405762,128,GRP,799,2024-11-17,2026-10-30,45
3247,126972,247721,881,IND,189,2023-03-24,2024-09-18,738
3248,380575,405521,799,IND,2509,2025-10-11,2026-07-27,101
3249,424247,234863,291,GRP,2752,2024-12-30,2025-10-27,122
3250,118504,366950,491,IND,4852,2024-06-06,2025-04-11,598
3251,290096,385177,330,IND,1479,2024-10-13,2026-02-22,225
3252,248365,251866,637,IND,3519,2026-08-14,2026-08-26,31
3253,344943,249209,547,IND,2271,2023-04-30,2026-06-24,101
3254,165229,114769,894,GRP,4907,2023-07-01,2024-06-16,559
3255,359041,344182,705,GRP,2582,2025-02-02,2026-04-12,161
3256,232958,430463,341,IND,266,2023-06-30,2023-07-09,1208
3257,152172,452845,869,IND,3794,2023-05-24,2024-04-11,913
3258,383402,288959,616,IND,2317,2025-08-23,2026-09-30,67
3259,450434,130146,732,GRP,4325,2023-02-20,2026-09-06,103
3260,358818,289194,558,GRP,4063,2023-02-22,2025-11-28,148
3261,144412,429643,101,GRP,4624,2023-02-09,2024-10-23,552
3262,345810,213924,592,IND,3604,2024-01-29,2026-06-06,138
3263,136988,64925,262,IND,147,2023-01-05,2024-03-27,914
3264,273,315792,199,IND,2952,2025-07-30,2025-12-28,358
3265,122357,260104,366,GRP,2163,2025-08-01,2026-02-21,10
3266,83143,267010,394,GRP,431,2023-05-16,2025-04-14,570
3267,467963,369073,461,IND,1190,2024-05-24,2026-03-23,5
3268,351785,443661,183,GRP,2206,2023-11-06,2026-04-10,32
3269,439756,313972,634,IND,3360,2026-02-23,2026-08-12,109
3270,152748,149171,328,IND,690,2026-03-08,2026-05-26,52
3271,95807,269729,682,GRP,2725,2023-04-26,2023-09-15,801
3272,219433,53830,543,IND,579,2023-01-05,2023-01-07,701
3273,174172,224232,287,IND,314,2023-05-20,2024-05-07,654
3274,107120,6050,852,IND,3979,2023-01-28,2024-05-03,816
3275,353759,210206,285,IND,1904,2024-03-12,2026-04-12,27
3276,353726,297876,840,IND,1037,2024-06-20,2026-04-19,157
3277,98561,309238,62,IND,2782,2023-07-15,2026-04-23,31
3278,362332,412875,29,GRP,4751,2023-04-25,2026-02-23,27
3279,266237,427603,153,IND,2577,2024-11-13,2026-11-14,28
3280,55444,140848,559,IND,1091,2023-05-20,2023-12-27,50
3281,151111,326203,35,GRP,3987,2024-03-20,2026-02-12,206
3282,264508,35842,689,GRP,1025,2023-04-18,2025-11-15,30
3283,274995,362402,564,IND,3569,2025-07-16,2026-01-10,324
3284,414901,268225,63,IND,4667,2025-01-06,2026-05-01,96
3285,206029,149225,263,IND,1293,2023-08-07,2023-09-25,927
3286,162836,137939,262,IND,3620,2025-10-22,2026-03-29,31
3287,447941,414517,475,GRP,4935,2024-11-13,2025-12-24,140
3288,385781,249535,630,IND,819,2026-09-22,2026-11-13,22
3289,308172,419810,23,IND,2386,2024-09-24,2026-04-02,59
3290,218430,338032,818,IND,1427,2024-02-27,2026-01-09,103
3291,50753,1747,765,GRP,4100,2023-10-12,2023-12-16,1110
3292,227881,326915,744,GRP,992,2025-01-27,2025-12-18,97
3293,26143,103462,721,GRP,3626,2025-01-16,2025-10-24,389
3294,431654,453428,98,GRP,4481,2025-07-28,2025-10-20,397
3295,76872,328837,122,GRP,3008,2023-10-08,2025-10-16,386
3296,431386,390419,308,GRP,688,2023-03-15,2026-01-22,33
3297,418833,460490,426,GRP,971,2024-12-14,2026-12-14,1
3298,177838,238268,295,GRP,946,2023-01-14,2025-03-09,616
3299,292545,316586,783,GRP,341,2023-08-20,2026-03-30,197
3300,231504,449961,716,GRP,132,2023-08-05,2024-06-06,682
3301,292720,373661,530,GRP,1222,2025-05-26,2026-01-27,223
3302,322165,475027,742,IND,2804,2025-06-11,2026-06-12,152
3303,265661,171183,887,GRP,1512,2023-09-11,2026-10-01,84
3304,278743,429174,57,GRP,2687,2023-12-12,2025-12-21,295
3305,278432,377857,248,GRP,845,2026-01-17,2026-03-22,26
3306,394314,418264,578,IND,4628,2026-02-14,2026-03-08,293
3307,227881,326915,744,IND,3746,2024-09-08,2025-12-18,97
3308,161081,389447,860,IND,3919,2025-06-15,2026-02-24,8
3309,391432,248662,496,IND,1488,2023-09-04,2026-05-02,57
3310,243437,238599,498,GRP,4873,2025-06-28,2026-03-05,89
3311,418486,418480,770,IND,1205,2024-04-28,2026-02-23,143
3312,332583,448856,166,IND,4493,2025-11-24,2025-12-23,7
3313,267205,280391,684,GRP,2672,2026-01-28,2026-07-07,18
3314,95515,156330,203,GRP,4268,2024-02-14,2024-08-31,730
3315,91039,196676,663,IND,3918,2023-12-13,2025-01-31,385
3316,92887,383444,366,IND,1931,2024-03-06,2025-10-14,143
3317,308563,109225,619,IND,2338,2025-08-19,2026-02-01,163
3318,401903,273019,602,GRP,3966,2024-05-10,2026-07-15,13
3319,442251,375132,66,GRP,1234,2024-10-06,2026-08-23,62
3320,156159,264733,922,GRP,4888,2025-01-19,2025-03-30,402
3321,286013,403078,198,GRP,2012,2024-02-18,2026-07-18,108
